Duration (in seconds),"Context (Medical=1, Recidivism=2)","Transparency Level (N1, O2, T3, S4)","Experimental Group [MN1, MO2, MT3, MS4, RN5, RO6, RT7, RS8)","Validation (1=right, 2= wrong)",Attitudes to AI,Attitudes Qual,AI Understanding,AI Understanding Qual,Fairness,Fairness Qual,Trust,Trust Qual,Negative Responsibility Human,Negative Resposibility AI,Positive Resposibility Human,Positive Resposibility AI,Age,"Education (Less than high school degree = 1, etc�)",Sex,Income,"Political View (Extremly Left 0, Extremly Right 100)",Religion (No religion 0 - Fully religious 100),Ethnicity
335,2,2,6,1,7,The AI should be used when considering who will receive the additional help. The AI is simply another tool in the decision making process and should be utilised.,4,"I under stand it uses deep learning and neural pathways etc, but in reality I do not understand exactly how these functions scientifically ",6,"If programmed properly and double checked, all effort should have been made to remove unfounded bias",4,"The AI should not be making the decisions alone, the police should be considering the output it gives and using it to make a final and informed decision",6,5,1,1,29,6,2,3,25,10,6
321,1,1,1,1,9,"I think a human with relevant experience should also be involved in the decision, as some extenuating circumstances that an AI may not understand or be able to foresee might also be a factor in this decision, and I think it would certainly be more comforting for family of the patient to know an actual person has looked at the case and been involved in the decision.",6,"This hasn't been explained but I imagine it would factor in such things as age, health status, lifestyle, likelihood of success, and comparison with other patients would be included in this algorithm",6,"An AI would use pure facts and logic and not take into consideration any emotional factors, so in this way it would be fair. But some of these extraneous factors may also be important and need to be considered so in this way it may not be totally fair.",6,"I think although it would make a logical choice based on numbers and facts, a human approach is also needed to consider anything that the AI might not be able to factor into the decision.",7,9,7,9,32,5,2,3,4,0,6
693,1,3,3,1,4,"I feel that the Consultant should use AI as a tool in making their decision, as it provides an objective conclusion, based on arbitrary pieces of information. However, I do feel that an element emotion and human conscience is necessary, as AI cannot determine more emotional aspects of the decision - for example, to what extent each patient is actually suffering, and why they are in need of treatment.",6,"From the description, I understand that the AI takes into account metric factors, like sex, age, weight, BMI, previous hospitalisations.",4,"The way the AI makes decisions does use data which is easily comparable and is completely non-subjective and unbiased, however I believe the causes of the patient's hospitalisation should be taken into account to help make a fair decision. For example, if a patient is in need of a liver transplant due to cirrhosis caused by excessive alcohol, whereas another patient has a rare condition that they could not have prevented, I believe the latter patient should be considered more of a priority.",3,"I would not trust the AI alone to make the decision, as there is the potential for a technical error or human error in the input of data. So, I wouldn't trust the AI to make these decisions, without them being thoroughly checked by the Consultant before the decision is carried out.",6,5,6,6,19,2,2,9,29,70,7
678,1,2,2,1,7,"They have a backlog, with life or death outcomes. Surely AI can help reduce the time it takes to filter through the backlog?",3,I know very little about the algorithms that they use and how they arrive at them.,3,Don't know that fairness is part of the equation?,3,I would not trust AI to make a life or death decision without human vetting.,8,10,8,9,49,1,1,3,64,2,6
532,1,3,3,1,9,"I agree that the A.I. should be able to help with processing the patients. I believe it will prioritize the patients who need the care care asap, as to those who don't.",9,It uses the patients past medical information to make informed decisions about their current care.,9,"It doesn't play favorites, so can only assume the decisions are fair.",9,Why not? That's what they're programmed to do.,9,9,9,9,49,3,1,2,55,50,6
359,1,1,1,1,5,I’m not sure,1,I don’t.,5,I don’t know.,0,I don’t know what data it uses. It could be prejudiced or otherwise inaccurate.,10,9,10,5,28,6,2,2,20,20,1
524,1,4,4,1,6,It can be helpful to use the AI to weight ll the different variables but they shouldn't rly on it fully since it seems to leave out some important variables like how much longer the person would have to live if they didn't get help immediately,7,I understand that it just weighs all the variables on the chart and tries to combine them into a single value of how much the person needs treatment,7,It seems to just take into account how much people need help which seems fair to me ,6,I would still trust a human more since it would have more emotion and be able to make less robotic judgment,2,8,5,5,20,3,2,12,20,0,5
455,2,3,7,1,4,"AI cannot judge personality. I have a problem with the use of postcode, many ex-offenders go into supported accomodation and this could skew their chances.",9,It is given factual information and uses a pre-determined algorithm.,6,"As before, it cannot judge personality, the postcode could be detrimental to some or overly benficial to others. Also, it does not take the offenders personal history or family situation into account.",3,Same reasons as already stated.,9,9,4,8,58,5,2,1,58,10,6
641,1,2,2,1,8,I would use it to get more perspective but I think that it should not be used as a final decision maker,1,I don't know on what criteria it sorts out which people should get the surgery first.,7,I think it might be more fair due to the lack of emotions behind the process of making the decision ,2,there can be cases that the AI doesn't understand or cases that are very urgent but don't fit in a categoryand just might get left out ,10,8,10,1,22,3,2,2,19,60,6
851,1,3,3,1,5,"It will provide important information to the lead consultant but it will always be important to use human morals, knowledge and judgement in situations",7,The AI seems to be a factual based system giving information about how to prioritise patient care,5,The AI system will never have an understanding of the real situation and so can only be fair to a certain degree,5,I believe it to be a good way to support consultants' final decisions but not to be the only way to make a decision,10,10,10,10,33,5,2,5,50,0,6
1177,1,3,3,2,9,More points on contention for hard subjects like this are always beneficial ,9,"its analytical data, the lead consultant is able to evaluate things that numbers are not able to ",5,There's only so much information it has access to ,5,Life and death decisions should be made by those that have a concept of life and death ,5,5,5,6,25,5,1,7,0,20,4
1117,2,3,7,1,10,This is because the AI ​​helps the police officer to get out of jail by verifying the criminal information during the offender.,8,"This is because the AI ​​verifies the offender's prison behavior, the number of adult sentences, the history of drug abuse, age, gender, level of education, and so on.",9,"Yes, AI makes decisions based on the offender's criminal information.",8,AI makes decisions based on the offender's criminal information.,10,8,10,10,51,6,1,11,100,91,6
184,2,3,7,1,8,It should be used with caution and should be engineered to avoid racial biases.,8,It assesses the persons background and their history of convictions as well as the area they are from,5,Not sure about how you can assess whether it is fair or not,5,Could be racial bias in the programming,7,10,6,10,19,2,1,11,51,80,4
